filename,artist,title,songLength,upload_status,upload_time,box_file_id,lrc_box_file_id
The Smashing Pumpkins - 1979.m4a,The Smashing Pumpkins,1979,266.2,uploaded,2024-11-12 23:08:41,1698870345500,1698864457232
The Smashing Pumpkins - Ava Adore.m4a,The Smashing Pumpkins,Ava Adore,270.9,uploaded,2024-11-12 23:10:34,1698868298008,1698870671611
The Smashing Pumpkins - Bullet with Butterfly Wings.m4a,The Smashing Pumpkins,Bullet with Butterfly Wings,258.49,uploaded,2024-11-12 23:12:43,1698868136760,1698872584028
The Smashing Pumpkins - Cherub Rock.m4a,The Smashing Pumpkins,Cherub Rock,297.36,uploaded,2024-11-12 23:14:40,1698865307315,1698868840539
The Smashing Pumpkins - Disarm.m4a,The Smashing Pumpkins,Disarm,196.91,uploaded,2024-11-12 23:16:25,1698870212524,1698869781210
The Smashing Pumpkins - Eye.m4a,The Smashing Pumpkins,Eye,294.44,uploaded,2024-11-12 23:18:10,1698877180417,1698868842508
The Smashing Pumpkins - Landslide.m4a,The Smashing Pumpkins,Landslide,190.57,uploaded,2024-11-12 23:19:58,1698872555651,1698869812561
The Smashing Pumpkins - Muzzle.m4a,The Smashing Pumpkins,Muzzle,223.92,uploaded,2024-11-12 23:22:04,1698876078319,1698870016504
The Smashing Pumpkins - Perfect.m4a,The Smashing Pumpkins,Perfect,202.68,uploaded,2024-11-12 23:23:54,1698877268406,1698871012504
The Smashing Pumpkins - The Beginning Is the End Is the Beginning.m4a,The Smashing Pumpkins,The Beginning Is the End Is the Beginning,300.32,uploaded,2024-11-12 23:25:49,1698879733697,1698877569251
The Smashing Pumpkins - Thirty-Three.m4a,The Smashing Pumpkins,Thirty-Three,250.29,uploaded,2024-11-12 23:27:59,1698877701350,1698878761383
The Smashing Pumpkins - Today.m4a,The Smashing Pumpkins,Today,201.2,uploaded,2024-11-12 23:29:48,1698879111884,1698879553626
"The Smashing Pumpkins - Tonight, Tonight.m4a",The Smashing Pumpkins,"Tonight, Tonight",254.63,uploaded,2024-11-12 23:31:55,1698885483718,1698884881430
The Smashing Pumpkins - Zero.m4a,The Smashing Pumpkins,Zero,160.2,uploaded,2024-11-12 23:33:51,1698876853810,1698890131021
The Smithereens - Blues Before and After.m4a,The Smithereens,Blues Before and After,195.89,uploaded,2024-11-12 23:35:31,1698881963978,pending
The Smithereens - Tell Me When Did Things Go So Wrong.m4a,The Smithereens,Tell Me When Did Things Go So Wrong,142.09,uploaded,2024-11-12 23:36:24,1698882193880,pending
The Soundlings & The Coverups - Laying Down the Law.m4a,The Soundlings & The Coverups,Laying Down the Law,136.93,uploaded,2024-11-12 23:37:17,1698883166043,pending
The Soup Dragons - Divine Thing.m4a,The Soup Dragons,Divine Thing,232.17,uploaded,2024-11-12 23:38:13,1698887413545,1698880528261
The Stone Roses - Love Spreads.m4a,The Stone Roses,Love Spreads,347.09000000000003,uploaded,2024-11-12 23:40:02,1698878761434,1698882314250
The Storm - I've Got A Lot To Learn About Love.m4a,The Storm,I've Got A Lot To Learn About Love,265.47,uploaded,2024-11-12 23:41:47,1698888342185,pending
The Tragically Hip - Courage (For Hugh MacLennan).m4a,The Tragically Hip,Courage (For Hugh MacLennan),267.36,uploaded,2024-11-12 23:42:46,1698894704903,1698901604996
The Traveling Wilburys - Inside Out.m4a,The Traveling Wilburys,Inside Out,215.32,uploaded,2024-11-12 23:44:37,1698891547040,1698894018649
The Traveling Wilburys - She's My Baby.m4a,The Traveling Wilburys,She's My Baby,194.54,uploaded,2024-11-12 23:46:28,1698891451153,1698899132628
The Urge - Jump Right In.m4a,The Urge,Jump Right In,223.03,uploaded,2024-11-12 23:48:43,1698886753792,1698895168095
The Vaughan Brothers - Telephone Song.m4a,The Vaughan Brothers,Telephone Song,208.24,uploaded,2024-11-12 23:50:35,1698905754987,1698893293452
The Vaughan Brothers - Tick Tock.m4a,The Vaughan Brothers,Tick Tock,296.99,uploaded,2024-11-12 23:52:26,1698903429184,1698898687039
The Verve - Bitter Sweet Symphony.m4a,The Verve,Bitter Sweet Symphony,357.27,uploaded,2024-11-12 23:54:26,1698893903959,1698900374016
The Verve - Lucky Man.m4a,The Verve,Lucky Man,293.59000000000003,uploaded,2024-11-12 23:56:21,1698895219155,1698894643144
The Verve Pipe - Hero.m4a,The Verve Pipe,Hero,214.24,uploaded,2024-11-12 23:58:22,1698891299710,pending
The Verve Pipe - Photograph.m4a,The Verve Pipe,Photograph,295.93,uploaded,2024-11-12 23:59:28,1698903963743,1698893699140
The Verve Pipe - The Freshmen.m4a,The Verve Pipe,The Freshmen,269.47,uploaded,2024-11-13 00:01:19,1698897508633,1698909868448
The Wallflowers - 6th Avenue Heartache.m4a,The Wallflowers,6th Avenue Heartache,337.4,uploaded,2024-11-13 00:03:28,1698913574320,1698894613711
The Wallflowers - One Headlight.m4a,The Wallflowers,One Headlight,313.05,uploaded,2024-11-13 00:05:33,1698915608446,1698894167471
The Wallflowers - The Difference.m4a,The Wallflowers,The Difference,230.32,uploaded,2024-11-13 00:07:36,1698918529385,1698900479567
Third Eye Blind - Graduate.m4a,Third Eye Blind,Graduate,187.67,uploaded,2024-11-13 00:09:27,1698899379986,1698905841406
Third Eye Blind - How's It Going to Be.m4a,Third Eye Blind,How's It Going to Be,253.41,uploaded,2024-11-13 00:11:20,1698922066986,1698917632054
Third Eye Blind - Jumper.m4a,Third Eye Blind,Jumper,272.97,uploaded,2024-11-13 00:13:14,1698901533339,1698904948629
Third Eye Blind - Losing a Whole Year.m4a,Third Eye Blind,Losing a Whole Year,200.64,uploaded,2024-11-13 00:15:05,1698923258373,1698902413224
Third Eye Blind - Semi-Charmed Life.m4a,Third Eye Blind,Semi-Charmed Life,268.36,uploaded,2024-11-13 00:16:59,1698927148349,1698929042040
Tin Star - Head.m4a,Tin Star,Head,213.49,uploaded,2024-11-13 00:18:51,1698928545590,pending
Toad the Wet Sprocket - Come Down.m4a,Toad the Wet Sprocket,Come Down,194.07,uploaded,2024-11-13 00:19:51,1698929586878,1698904895406
Toad the Wet Sprocket - Fall Down.m4a,Toad the Wet Sprocket,Fall Down,202.43,uploaded,2024-11-13 00:21:45,1698928905594,1698923407021
Toad the Wet Sprocket - Something's Always Wrong.m4a,Toad the Wet Sprocket,Something's Always Wrong,296.93,uploaded,2024-11-13 00:23:41,1698910153991,1698910331833
Toadies - Possum Kingdom.m4a,Toadies,Possum Kingdom,308.33,uploaded,2024-11-13 00:25:37,1698930364575,1698911454690
Tom Cochrane - Life Is a Highway (Remastered).m4a,Tom Cochrane,Life Is a Highway (Remastered),266.08,uploaded,2024-11-13 00:27:30,1698925369433,1698913455696
Tom Petty & The Heartbreakers - Christmas All Over Again.m4a,Various Artists,Christmas All Over Again,254.2,uploaded,2024-11-13 00:29:26,1698935685439,1700835745625
Tom Petty & The Heartbreakers - Into the Great Wide Open.m4a,Tom Petty & The Heartbreakers,Into the Great Wide Open,222.73,uploaded,2024-11-13 00:30:35,1698935702149,1698936877237
Tom Petty & The Heartbreakers - Kings Highway.m4a,Tom Petty & The Heartbreakers,Kings Highway,187.51,uploaded,2024-11-13 00:32:33,1698936349684,1698917466759
Tom Petty & The Heartbreakers - Learning to Fly.m4a,Tom Petty & The Heartbreakers,Learning to Fly,241.8,uploaded,2024-11-13 00:34:33,1698938418872,1698935288650
Tom Petty & The Heartbreakers - Mary Jane's Last Dance.m4a,Tom Petty & The Heartbreakers,Mary Jane's Last Dance,272.2,uploaded,2024-11-13 00:36:35,1698919715340,1698940965439
Tom Petty & The Heartbreakers - Out In the Cold.m4a,Tom Petty & The Heartbreakers,Out In the Cold,219.95,uploaded,2024-11-13 00:38:32,1698940737408,1698945020779
Tom Petty & The Heartbreakers - Waiting for Tonight.m4a,Tom Petty & The Heartbreakers,Waiting for Tonight,209.81,uploaded,2024-11-13 00:40:30,1698919527636,1698943266095
Tom Petty - A Face In the Crowd.m4a,Tom Petty,A Face In the Crowd,238.78,uploaded,2024-11-13 00:42:30,1698943684787,1698921275833
Tom Petty - Yer So Bad.m4a,Tom Petty,Yer So Bad,185.55,uploaded,2024-11-13 00:44:26,1698940962508,1698947387121
Tom Petty - You Don't Know How It Feels.m4a,Tom Petty,You Don't Know How It Feels,287.73,uploaded,2024-11-13 00:46:34,1698949407957,1698946984634
Tom Petty - You Wreck Me.m4a,Tom Petty,You Wreck Me,202.12,uploaded,2024-11-13 00:48:32,1698951081279,1698949842877
Tonic - If You Could Only See.m4a,Tonic,If You Could Only See,261.52,uploaded,2024-11-13 00:50:27,1698952425183,1698953394605
Tonic - Open Up Your Eyes.m4a,Tonic,Open Up Your Eyes,220.49,uploaded,2024-11-13 00:52:18,1698942839900,1698949958108
Tonic - You Wanted More.m4a,Tonic,You Wanted More,231.13,uploaded,2024-11-13 00:54:10,1698948656510,1698952424902
TOOL - Forty Six & 2.m4a,TOOL,Forty Six & 2,364.52,uploaded,2024-11-13 00:56:16,1698954052710,1698946190286
TOOL - Sober.m4a,TOOL,Sober,306.85,uploaded,2024-11-13 00:58:21,1698957145662,1698957131567
TOOL - Stinkfist.m4a,TOOL,Stinkfist,311.29,uploaded,2024-11-13 01:00:34,1698956541237,1698953879110
Tracy Bonham - Mother Mother.m4a,Tracy Bonham,Mother Mother,180.73,uploaded,2024-11-13 01:02:24,1698958744581,1698954952598
Train - Meet Virginia.m4a,Train,Meet Virginia,239.93,uploaded,2024-11-13 01:04:25,1698952468294,1698958151431
Tripping Daisy - I Got a Girl.m4a,Tripping Daisy,I Got a Girl,245.71,uploaded,2024-11-13 01:06:17,1698958290487,1698962800062
U2 - Discothèque.m4a,U2,Discothèque,319.49,uploaded,2024-11-13 01:08:25,1698962574660,1698966250934
U2 - Even Better Than the Real Thing.m4a,U2,Even Better Than the Real Thing,221.36,uploaded,2024-11-13 01:10:21,1698972088624,1698958167672
"U2 - Hold Me, Thrill Me, Kiss Me, Kill Me.m4a",U2,"Hold Me, Thrill Me, Kiss Me, Kill Me",284.6,uploaded,2024-11-13 01:12:13,1698964427637,1698964163385
U2 - Last Night On Earth.m4a,U2,Last Night On Earth,285.67,uploaded,2024-11-13 01:14:16,1698958341249,1698964636168
U2 - Mysterious Ways.m4a,U2,Mysterious Ways,243.66,uploaded,2024-11-13 01:16:17,1698964571156,1698975284770
U2 - One.m4a,U2,One,276.2,uploaded,2024-11-13 01:18:21,1698963061458,1698977046224
U2 - Staring at the Sun.m4a,U2,Staring at the Sun,276.83,uploaded,2024-11-13 01:20:24,1698971284045,1698969450079
U2 - Sweetest Thing (B-Side).m4a,U2,Sweetest Thing (B-Side),184.54,uploaded,2024-11-13 01:22:19,1698970014997,1698975402004
U2 - The Fly.m4a,U2,The Fly,269.05,uploaded,2024-11-13 01:24:20,1698969923156,1698972555878
U2 - Until the End of the World.m4a,U2,Until the End of the World,278.49,uploaded,2024-11-13 01:26:24,1698974085226,1698974754767
U2 - Who's Gonna Ride Your Wild Horses.m4a,U2,Who's Gonna Ride Your Wild Horses,316.48,uploaded,2024-11-13 01:28:37,1698985225247,1698978486063
U2 - Zooropa.m4a,U2,Zooropa,391.64,uploaded,2024-11-13 01:30:52,1698978932406,1698987043124
Ugly Kid Joe - Cats in the Cradle.m4a,Ugly Kid Joe,Cats in the Cradle,241.89,uploaded,2024-11-13 01:32:50,1698973950493,1698989140135
Ugly Kid Joe - Everything About You.m4a,Ugly Kid Joe,Everything About You,260.2,uploaded,2024-11-13 01:34:50,1698976629539,1698985981680
Urge Overkill - Sister Havana.m4a,Urge Overkill,Sister Havana,230.8,uploaded,2024-11-13 01:36:46,1698980767060,1698981575600
Van Halen - Can't Stop Lovin' You.m4a,Van Halen,Can't Stop Lovin' You,247.47,uploaded,2024-11-13 01:38:45,1698983413383,1698978794123
Van Halen - Don't Tell Me (What Love Can Do).m4a,Van Halen,Don't Tell Me (What Love Can Do),356.03,uploaded,2024-11-13 01:40:49,1698984133629,1698980307953
Van Halen - Humans Being.m4a,Van Halen,Humans Being,307.96,uploaded,2024-11-13 01:42:50,1698983972442,1698983934741
Van Halen - Me Wise Magic.m4a,Van Halen,Me Wise Magic,368.55,uploaded,2024-11-13 01:45:03,1698984687679,1698987038065
Van Halen - Poundcake.m4a,Van Halen,Poundcake,319.44,uploaded,2024-11-13 01:47:05,1698988038816,1698993762704
Van Halen - Right Now.m4a,Van Halen,Right Now,320.87,uploaded,2024-11-13 01:49:03,1698985859751,1698991492358
Van Halen - Runaround.m4a,Van Halen,Runaround,258.13,uploaded,2024-11-13 01:51:01,1698996009211,1698989476026
Van Halen - The Dream Is Over.m4a,Van Halen,The Dream Is Over,236.43,uploaded,2024-11-13 01:52:57,1698990227007,1698992416237
Van Halen - Top of the World.m4a,Van Halen,Top of the World,232.87,uploaded,2024-11-13 01:54:54,1698987225101,1698993330950
Van Halen - Without You.m4a,Van Halen,Without You,390.11,uploaded,2024-11-13 01:57:09,1698983702049,1699006615005
Van Halen - Won't Get Fooled Again (Live).m4a,Van Halen,Won't Get Fooled Again (Live),341.84000000000003,uploaded,2024-11-13 01:59:23,1699005308515,1698993147870
Veruca Salt - Seether.m4a,Veruca Salt,Seether,196.57,uploaded,2024-11-13 02:01:17,1698999438043,1699009189496
Veruca Salt - Volcano Girls.m4a,Veruca Salt,Volcano Girls,198.93,uploaded,2024-11-13 02:03:11,1698997432632,1699008572967
Vince Neil - Sister of Pain.m4a,Vince Neil,Sister of Pain,302.36,uploaded,2024-11-13 02:05:10,1698995159368,pending
Warrant - Cherry Pie.m4a,Warrant,Cherry Pie,201.11,uploaded,2024-11-13 02:06:12,1699009566535,1698996558860
Warrant - I Saw Red.m4a,Warrant,I Saw Red,226.92,uploaded,2024-11-13 02:08:09,1699006679740,1699007610952
Weezer - Buddy Holly.m4a,Weezer,Buddy Holly,159.59,uploaded,2024-11-13 02:10:05,1699007903740,1698997458642
Weezer - Say It Ain't So.m4a,Weezer,Say It Ain't So,256.88,uploaded,2024-11-13 02:12:08,1699014393210,1698999186737
Weezer - Undone - The Sweater Song.m4a,Weezer,Undone - The Sweater Song,304.99,uploaded,2024-11-13 02:14:15,1699018787082,1699001838368
White Town - Your Woman.m4a,White Town,Your Woman,259.89,uploaded,2024-11-13 02:16:08,1699003751317,1699017440908
White Zombie - More Human Than Human.m4a,White Zombie,More Human Than Human,268.76,uploaded,2024-11-13 02:18:07,1699012069536,1699005997643
Whitesnake - Now You're Gone.m4a,Whitesnake,Now You're Gone,246.13,uploaded,2024-11-13 02:20:01,1699004689463,1699018801725
Whitesnake - The Deeper the Love.m4a,Whitesnake,The Deeper the Love,259.9,uploaded,2024-11-13 02:22:24,1699024300557,1699025051525
Winger - Can't Get Enuff.m4a,Winger,Can't Get Enuff,226.35,uploaded,2024-11-13 02:24:18,1699010245215,pending
Winger - Miles Away.m4a,Winger,Miles Away,255.33,uploaded,2024-11-13 02:25:21,1699025233567,1699025416360
World Party - Way Down Now.m4a,World Party,Way Down Now,229.44,uploaded,2024-11-13 02:27:29,1699013867804,1699011035519
XTC - The Ballad of Peter Pumpkinhead (Early Demo).m4a,XTC,The Ballad of Peter Pumpkinhead (Early Demo),334.41,uploaded,2024-11-13 02:29:27,1699023990320,pending
Yes - Lift Me Up.m4a,Yes,Lift Me Up,390.31,uploaded,2024-11-13 02:30:35,1699028413942,1699015051033
Yes - The Calling.m4a,Yes,The Calling,416.23,uploaded,2024-11-13 02:32:38,1699026870735,pending
Yiruma - Blind Film.m4a,Yiruma,Blind Film,240.47,uploaded,2024-11-13 02:33:56,1699015760563,pending
Yiruma - Chaconne.m4a,Yiruma,Chaconne,231.83,uploaded,2024-11-13 02:34:53,1699031205538,pending
Yiruma - Dance.m4a,Yiruma,Dance,245.0,uploaded,2024-11-13 02:35:49,1699016414093,pending
Yiruma - Do You (Hope Us In Love).m4a,Yiruma,Do You? (Hope Us In Love),247.01,uploaded,2024-11-13 02:36:55,1699022164469,pending
Yiruma - Falling in Love (Piano Version).m4a,Yiruma,Falling in Love (Piano Version),289.01,uploaded,2024-11-13 02:37:52,1699034632677,pending
Yiruma - Forest Fantasy.m4a,Yiruma,Forest Fantasy,216.86,uploaded,2024-11-13 02:39:09,1699031055988,pending
Yiruma - I.m4a,Yiruma,I,250.52,uploaded,2024-11-13 06:59:57,1699213175501,
Yiruma - Impromptu.m4a,Yiruma,Impromptu,288.33,uploaded,2024-11-13 07:00:58,1699217034113,
Yiruma - Indigo.m4a,Yiruma,Indigo,185.87,uploaded,2024-11-13 07:01:58,1699218859007,
Yiruma - It's Your Day.m4a,Yiruma,It's Your Day,224.15,uploaded,2024-11-13 07:03:05,1699211454715,
Yiruma - Kiss The Rain.m4a,Yiruma,Kiss The Rain,242.55,uploaded,2024-11-13 07:04:11,1699223147317,
Yiruma - Love Me.m4a,Yiruma,Love Me,245.6,uploaded,2024-11-13 07:05:09,1699226788740,
Yiruma - May Be.m4a,Yiruma,May Be,306.2,uploaded,2024-11-13 07:06:10,1699227057269,
Yiruma - Piano.m4a,Yiruma,Piano,147.17000000000002,uploaded,2024-11-13 07:07:08,1699212284650,
Yiruma - Reminiscent.m4a,Yiruma,Reminiscent,192.13,uploaded,2024-11-13 07:08:06,1699213650067,
Yiruma - River Flows In You.m4a,Yiruma,River Flows In You,218.29,uploaded,2024-11-13 07:09:05,1699226963046,
Yiruma - Room With A View.m4a,Yiruma,Room With A View,236.0,uploaded,2024-11-13 07:10:24,1699224234923,
Yiruma - Spring Rain.m4a,Yiruma,Spring Rain,235.84,uploaded,2024-11-13 07:11:24,1699228158246,
Yiruma - Stay in Memory.m4a,Yiruma,Stay in Memory,182.45,uploaded,2024-11-13 07:12:21,1699215922802,
Yiruma - The Last Paradise.m4a,Yiruma,The Last Paradise,223.0,uploaded,2024-11-13 07:13:20,1699223594253,
Yiruma - Wait There.m4a,Yiruma,Wait There,246.43,uploaded,2024-11-13 07:14:19,1699227810278,
Yiruma - What Beautiful Stars!.m4a,Yiruma,What Beautiful Stars!,167.48,uploaded,2024-11-13 07:15:17,1699230543740,
Yiruma - When the Love Falls.m4a,Yiruma,When the Love Falls,197.57,uploaded,2024-11-13 07:16:15,1699230976293,
Yiruma - Wonder Boy.m4a,Yiruma,Wonder Boy,239.09,uploaded,2024-11-13 07:17:14,1699217138245,
Yiruma - 동화.m4a,Various Artists,동화,197.0,uploaded,2024-11-13 07:18:16,1699225290527,pending
ZZ Top - Concrete and Steel (2019 Remaster).m4a,ZZ Top,Concrete and Steel (2019 Remaster),228.37,uploaded,2024-11-13 07:19:20,1699224474196,
ZZ Top - Doubleback.m4a,ZZ Top,Doubleback,234.97,uploaded,2024-11-13 07:21:24,1699230482084,1699219825484
ZZ Top - My Head's in Mississippi.m4a,ZZ Top,My Head's in Mississippi,265.17,uploaded,2024-11-13 07:23:30,1699228991910,1699225858810
ZZ Top - Pincushion.m4a,ZZ Top,Pincushion,273.36,uploaded,2024-11-13 07:25:29,1699223823847,1699237498847
