file_name,file_id,song_length,process_time,start_offset,cut_length,n_cuts,dbo_file_id,drums_file_id,vocals_file_id,bass_file_id,other_file_id,cut1_dbo_id,cut1_other_id,cut2_dbo_id,cut2_other_id,cut3_dbo_id,cut3_other_id,cut_time1,cut_time2,cut_time3
The Black Crowes - Jealous Again.m4a,1698571417246,276.15,2024-12-02 17:41:08,30,10,3,1713252095528,1713250389251,1713250209432,1713252265422,1713248440457,1713546885225,1713547326607,1713546563345,1713549512845,1713548915430,1713547883769,167,167,171
The Black Crowes - Remedy (2023 Remaster).m4a,1698580036310,322.49,2024-12-02 17:41:12,30,10,3,1713250206549,1713248692167,1713252697746,1713252487040,1713248161501,1713546817817,1713545387873,1713550809308,1713550345310,1713546498815,1713551610565,43,182,227
The Black Crowes - Seeing Things.m4a,1698570159765,318.84,2024-12-02 17:41:17,30,10,3,1713250842233,1713250307174,1713251931956,1713253715745,1713248900512,1713548943921,1713551922741,1713551207197,1713546164863,1713550857273,1713547223316,44,54,294
The Black Crowes - She Talks to Angels.m4a,1698577631797,330.61,2024-12-02 17:41:21,30,10,3,1713250566064,1713251934257,1713252831829,1713248396739,1713248344004,1713549486436,1713551190236,1713547558873,1713548486212,1713546747664,1713549259025,117,190,217
The Black Crowes - Sometimes Salvation.m4a,1698575358284,284.0,2024-12-02 17:41:26,30,10,3,1713251010587,1713253424487,1713252650181,1713254982345,1713250701525,1713547300149,1713546690739,1713547425594,1713546997866,1713550513524,1713548576832,58,76,240
The Black Crowes - Sting Me.m4a,1698578399111,280.13,2024-12-02 17:41:31,30,10,3,1713251782857,1713254435750,1713251283871,1713250340664,1713250650594,1713549909242,1713552899324,1713551168546,1713552623720,1713551389468,1713552706912,201,250,258
The Black Crowes - Thorn in My Pride.m4a,1698578265251,363.89,2024-12-02 17:41:35,30,10,3,1713254514688,1713252638128,1713251680012,1713253218052,1713254973050,1713553187474,1713549970964,1713547806708,1713552706934,1713553801536,1713548017658,61,96,295
The Black Crowes - Twice As Hard.m4a,1698576678081,250.61,2024-12-02 17:41:40,30,10,3,1713251498233,1713254536203,1713251562419,1713251468994,1713255661441,1713548166939,1713551456726,1713547393214,1713547780415,1713553288702,1713547974289,171,202,211
"The Brian Setzer Orchestra - Jump, Jive an' Wail.m4a",1698587814753,172.93,2024-12-02 17:41:45,30,10,3,1713252748793,1713252390102,1713254406842,1713251132512,1713252167925,1713550972600,1713550467829,1713553842562,1713548507647,1713547362429,1713550969359,67,115,134
The Cardigans - Erase  Rewind.m4a,1698579411802,218.51,2024-12-02 17:41:50,30,10,3,1713254394969,1713253974073,1713252287217,1713253427366,1713255897050,1713554205268,1713552052432,1713554043649,1713553403216,1713551996415,1713551353371,67,134,184
The Cardigans - Lovefool.m4a,1698581643654,193.95,2024-12-02 17:41:54,30,10,3,1713254927802,1713251166524,1713253650443,1713254836355,1713254927604,1713548240434,1713554108466,1713552640698,1713552069128,1713548893355,1713548144670,41,97,146
The Cardigans - My Favourite Game.m4a,1698590461329,217.13,2024-12-02 17:41:59,30,10,3,1713253259860,1713257511945,1713253782639,1713257569437,1713255498078,1713554985169,1713553775338,1713553527939,1713554334647,1713548687554,1713549649723,61,184,196
The Chemical Brothers - Block Rockin' Beats.m4a,1698591558605,294.03,2024-12-02 17:42:04,30,10,3,1713256978801,1713257514870,1713257205284,1713254564570,1713255690431,1713551498202,1713549414426,1713550119824,1713549609432,1713548354299,1713551874819,128,155,257
The Chemical Brothers - Let Forever Be.m4a,1698588414270,236.36,2024-12-02 17:42:08,30,10,3,1713255371763,1713253922196,1713256142365,1713257620363,1713259002442,1713550023933,1713555469986,1713550173019,1713549107554,1713553230480,1713549035219,96,102,162
The Church - Metropolis.m4a,1698593155178,284.09000000000003,2024-12-02 17:42:13,30,10,3,1713255047366,1713254997323,1713256341236,1713254296699,1713255035405,1713555049874,1713553695934,1713551889030,1713554646048,1713552563961,1713554396965,73,102,166
The Cranberries - Free To Decide.m4a,1698597474123,265.07,2024-12-02 17:42:42,30,10,3,1713256861830,1713253616424,1713254632667,1713257524477,1713256746836,1713554030313,1713549081079,1713555301543,1713555385869,1713552945306,1713555188626,67,102,182
The Cranberries - Salvation.m4a,1698593627452,143.13,2024-12-02 17:42:47,30,10,3,1713258623954,1713255810020,1713256976565,1713258560869,1713259470411,1713550280713,1713552440688,1713552469843,1713552760203,1713550547763,1713551054387,34,56,83
The Cranberries - Zombie.m4a,1698598160770,307.81,2024-12-02 17:42:52,30,10,3,1713256216515,1713255038050,1713258133498,1713258781218,1713259266474,1713555164421,1713554872391,1713553002022,1713553018822,1713553513844,1713552366627,152,177,223
The Cult - Coming Down (Drug Tongue).m4a,1698597469365,396.87,2024-12-02 17:42:56,30,10,3,1713259939082,1713258971428,1713258781880,1713255811151,1713259185279,1713553127098,1713556525660,1713551339024,1713549688486,1713556777981,1713549896464,69,110,372
The Cult - Wild Hearted Son.m4a,1698597584964,341.49,2024-12-02 17:43:01,30,10,3,1713258142819,1713259477603,1713258268031,1713259818469,1713260180468,1713550701562,1713556590244,1713550254605,1713550423054,1713556593140,1713553274090,69,197,281
The Cure - Friday I'm In Love.m4a,1698596486257,214.4,2024-12-02 17:43:16,30,10,3,1713256772812,1713259850079,1713264702417,1713259770026,1713258376032,1713555832070,1713555018248,1713551077714,1713553372788,1713551133455,1713554449956,38,69,151
The Cure - High.m4a,1698591364051,213.33,2024-12-02 17:43:21,30,10,3,1713257255316,1713258983542,1713259425290,1713264963661,1713263334524,1713550174847,1713550175778,1713554526403,1713554456401,1713550322086,1713555781898,147,163,182
The Cure - Purple Haze.m4a,1698594344562,322.31,2024-12-02 17:43:25,30,10,3,1713262929074,1713258039818,1713262677502,1713261426129,1713259770288,1713554039183,1713555079084,1713552207927,1713551324525,1713557356403,1713555038207,111,144,293
The Cure - Wrong Number (Single Mix).m4a,1698591791000,361.87,2024-12-02 17:43:30,30,10,3,1713257500704,1713265796461,1713258140794,1713258332635,1713262271211,1713552638212,1713555453184,1713557288411,1713552167953,1713551411592,1713552232636,103,289,345
